gov-unnamed-3-party,gov-unnamed-1-seats,gov-Utbildningsminister-name,gov-Utbildningsminister-party,gov-Finansminister-name,seatsInParliament-FP,gov-Statsminister-name,seatsInParliament-M,seatsInParliament-S,LKFV,seatsInParliament-V,seatsInParliament-SD,gov-Utrikesminister-name,gov-unnamed-0-seats,seatsInParliament-C,gov-unnamed-1-party,gov-Finansminister-party,gov-unnamed-3-seats,gov-unnamed-0-party,gov-unnamed-2-party,gov-Statsminister-party,gov-unnamed-2-seats,VDNAMN,seatsInParliament-MP,gov-Utrikesminister-party,seatsInParliament-KD,seatsInParliament-PP,seatsInParliament-SPI,seatsInParliament-OVR
C,1,Göran Hägglund,KD,Birgitta Olsson,22,Fredrik Reinfeldt,117,72,14901501,15,22,Fredrick Federley,10,57,FP,FP,4,M,KD,M,1,Bredared,24,C,20,,,
,3,Tomas Tobé,M,Anders Wijkman,37,Fredrik Reinfeldt,113,104,14901602,,22,Cecilia Wikström,11,24,FP,KD,,M,KD,M,2,Sandared 1 Öster,18,FP,31,,,
C,2,Göran Hägglund,KD,Martin Ådahl,30,Fredrik Reinfeldt,109,96,14901603,15,27,Cecilia Wikström,11,33,FP,C,2,M,KD,M,1,Sandhult-Norra,22,FP,17,,,
,2,Tomas Tobé,M,Anders Wijkman,35,Fredrik Reinfeldt,138,86,14901604,,23,Cecilia Wikström,12,23,FP,KD,,M,KD,M,2,Sjömarken 2 Norra,16,FP,28,,,
,2,Jan Björklund,FP,Anders Borg,37,Fredrik Reinfeldt,141,95,14901605,,21,Cecilia Wikström,14,17,FP,M,,M,,M,,Sandared 2 Väster,20,FP,18,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,157,72,14901606,,19,Cecilia Wikström,14,16,FP,M,,M,,M,,Sjömarken 1 Södra,21,FP,26,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,86,186,14901903,26,35,Jan Eliasson,16,,,S,,S,,S,,Svaneholm,16,S,,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,79,91,14901904,22,15,Fredrick Federley,7,72,FP,FP,6,M,KD,M,1,Seglora,21,C,24,,,
,1,Ibrahim Baylan,S,Åsa Romson,25,Stefan Löfven,90,138,14902001,19,32,Hans Linde,14,25,V,MP,,S,MP,S,1,Kinnarumma,20,V,,,,
,0,Mats Pertoft,MP,Magdalena Andersson,20,Stefan Löfven,80,162,14902002,16,37,Bodil Ceballos,16,,MP,S,,S,,S,,Viskafors,16,MP,18,,,
,1,Ibrahim Baylan,S,Ulla Andersson,21,Stefan Löfven,99,134,14902005,15,33,Bodil Ceballos,13,19,V,V,,S,MP,S,2,Rydboholm,28,MP,,,,
C,2,Ulrika Carlsson,C,Birgitta Olsson,27,Fredrik Reinfeldt,100,118,14910101,,21,Göran Hägglund,9,24,FP,FP,2,M,KD,M,3,Ulricehamn 1 Ryttershov,25,KD,34,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,25,Stefan Löfven,97,133,14910102,19,,Cecilia Wikström,12,23,V,V,2,S,MP,S,1,Ulricehamn 2 Ulricaskolan,22,FP,30,,,
FP,1,Rossana Dinamarca,V,Birgitta Olsson,31,Stefan Löfven,94,107,14910103,16,20,Bodil Ceballos,11,21,V,FP,2,S,MP,S,2,Ulricehamn 3 Stenbocksskolan,25,MP,35,,,
,1,Jan Björklund,FP,Anders Borg,31,Fredrik Reinfeldt,148,72,14910104,,17,Cecilia Wikström,15,32,FP,M,,M,,M,,Ulricehamn 4 Församlingsgården,21,FP,28,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,27,Fredrik Reinfeldt,112,102,14910105,16,18,Cecilia Wikström,11,20,FP,KD,1,M,KD,M,2,Ulricehamn 5 Tingsholmsgymnasiet,30,FP,24,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,24,Fredrik Reinfeldt,107,116,14910106,,21,Fredrick Federley,10,33,FP,FP,3,M,KD,M,1,Ulricehamn 6 Solrosen inkl Marbäck,26,C,22,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,22,Fredrik Reinfeldt,109,83,14911011,15,27,Fredrick Federley,10,49,FP,FP,4,M,KD,M,1,Hökerum/Nitta,20,C,24,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,20,Fredrik Reinfeldt,94,102,14911213,16,27,Fredrick Federley,10,48,FP,FP,4,M,KD,M,1,Vegby/Tvärred,20,C,22,,,
C,1,Jan Björklund,FP,Anders Wijkman,20,Fredrik Reinfeldt,88,92,14911618,17,25,Fredrick Federley,8,60,FP,KD,5,M,KD,M,2,Gällstad/Grönahög,22,C,25,,,
,2,Tomas Tobé,M,Birgitta Olsson,22,Fredrik Reinfeldt,117,60,14911833,,28,Göran Hägglund,11,85,FP,FP,,M,KD,M,3,Hössna/Liared,,KD,37,,,
C,1,Jan Björklund,FP,Anders Wijkman,25,Fredrik Reinfeldt,103,77,14912430,,42,Fredrick Federley,8,60,FP,KD,4,M,KD,M,3,Blidsberg/Dalum/Trädet,,C,42,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,23,Fredrik Reinfeldt,104,74,14912931,,26,Fredrick Federley,8,77,FP,FP,6,M,KD,M,1,Timmele/Älmestad,21,C,24,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,29,Stefan Löfven,105,139,14920101,16,,Cecilia Wikström,13,25,V,V,2,S,MP,S,0,Åmål norra - Mo,15,FP,20,,,
,0,Mats Pertoft,MP,Magdalena Andersson,22,Stefan Löfven,69,170,14920102,19,19,Bodil Ceballos,16,16,MP,S,,S,,S,,Åmål nordvästra,19,MP,15,,,
,0,Mats Pertoft,MP,Magdalena Andersson,20,Stefan Löfven,76,162,14920103,17,19,Bodil Ceballos,16,21,MP,S,,S,,S,,Åmål sydvästra,18,MP,16,,,
FP,2,Jan Björklund,FP,Åsa Romson,22,Stefan Löfven,103,120,14920104,24,23,Hans Linde,12,16,V,MP,1,S,MP,S,1,Åmål södra,23,V,18,,,
,1,Ibrahim Baylan,S,Ulla Andersson,21,Stefan Löfven,74,146,14920105,23,22,Bodil Ceballos,13,15,V,V,,S,MP,S,2,Åmål centrala,24,MP,24,,,
C,9,Göran Hägglund,KD,Åsa Romson,14,Fredrik Reinfeldt,98,113,14920607,18,20,Fredrick Federley,2,44,M,MP,3,MP,KD,M,1,Tösse - Fröskog - Ånimskog,25,C,17,,,
,2,Tomas Tobé,M,Anders Wijkman,25,Fredrik Reinfeldt,138,104,14930101,19,17,Cecilia Wikström,13,,FP,KD,,M,KD,M,1,Näset,26,FP,20,,,
,1,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,102,144,14930102,22,22,Hans Linde,14,,V,MP,,S,MP,S,1,Madlyckan,23,V,15,,,
,1,Ibrahim Baylan,S,Åsa Romson,20,Stefan Löfven,118,151,14930103,19,,Hans Linde,14,,V,MP,,S,MP,S,1,Ladukärr,23,V,18,,,
,,Ibrahim Baylan,S,Magdalena Andersson,16,Stefan Löfven,78,176,14930104,32,19,Jan Eliasson,16,,,S,,S,,S,,Grangärdet,28,S,,,,
,1,Ibrahim Baylan,S,Ulla Andersson,23,Stefan Löfven,114,137,14930105,21,,Bodil Ceballos,13,,V,V,,S,MP,S,2,Trädgården,29,MP,25,,,
,1,Ibrahim Baylan,S,Ulla Andersson,17,Stefan Löfven,114,149,14930118,23,,Bodil Ceballos,13,,V,V,,S,MP,S,2,Högelid,25,MP,21,,,
,,Ibrahim Baylan,S,Magdalena Andersson,19,Stefan Löfven,69,178,14930206,24,21,Jan Eliasson,16,,,S,,S,,S,,Marieholm,19,S,19,,,
,1,Ibrahim Baylan,S,Ulla Andersson,25,Stefan Löfven,104,136,14930207,15,20,Bodil Ceballos,13,,V,V,,S,MP,S,2,Leksberg,30,MP,19,,,
,,Ibrahim Baylan,S,Magdalena Andersson,19,Stefan Löfven,63,178,14930208,29,25,Jan Eliasson,16,,,S,,S,,S,,Leverstad,20,S,15,,,
,1,Ibrahim Baylan,S,Ulla Andersson,28,Stefan Löfven,118,134,14930216,22,,Bodil Ceballos,13,,V,V,,S,MP,S,2,Lockerud-Ekudden,24,MP,23,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,21,Fredrik Reinfeldt,121,103,14930314,15,,Fredrick Federley,11,45,FP,FP,3,M,KD,M,1,Ullervad-Tidavad,20,C,24,,,
SD,4,Richard Jomshof,SD,Martin Ådahl,,Fredrik Reinfeldt,91,123,14931011,25,31,Göran Hägglund,8,33,KD,C,2,M,C,M,2,Lugnås,,KD,46,,,
C,9,Jan Björklund,FP,Åsa Romson,21,Fredrik Reinfeldt,100,110,14931409,23,24,Fredrick Federley,1,35,M,MP,3,MP,FP,M,1,Hassle-Torsö,18,C,18,,,
SD,1,Jan Björklund,FP,Björn Söder,17,Fredrik Reinfeldt,110,124,14931813,20,31,Fredrick Federley,9,31,FP,SD,2,M,C,M,2,Lyrestad-Sjötorp,,C,16,,,
,2,Ibrahim Baylan,S,Åsa Romson,25,Stefan Löfven,87,127,14940101,28,18,Hans Linde,12,15,V,MP,,S,MP,S,2,Gamla stadens centrum,28,V,21,,,
,1,Mats Pertoft,MP,Magdalena Andersson,15,Stefan Löfven,55,168,14940102,32,22,Bodil Ceballos,15,15,MP,S,,S,,S,,Margretelund N,27,MP,15,,,
,0,Mats Pertoft,MP,Magdalena Andersson,16,Stefan Löfven,66,172,14940103,29,25,Bodil Ceballos,16,,MP,S,,S,,S,,Fredriksdal,24,MP,17,,,
,2,Ibrahim Baylan,S,Åsa Romson,21,Stefan Löfven,87,141,14940104,25,18,Hans Linde,13,15,V,MP,,S,MP,S,1,Wennerberg,24,V,18,,,
,0,Mats Pertoft,MP,Magdalena Andersson,25,Stefan Löfven,69,169,14940105,26,16,Bodil Ceballos,16,,MP,S,,S,,S,,Lidåker-Ljunghed,24,MP,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,23,Stefan Löfven,74,180,14940106,30,17,Jan Eliasson,16,,,S,,S,,S,,Margretelund S,25,S,,,,
,2,Ibrahim Baylan,S,Ulla Andersson,28,Stefan Löfven,82,122,14940107,23,18,Bodil Ceballos,11,17,V,V,,S,MP,S,3,Nya staden N,34,MP,25,,,
,3,Tomas Tobé,M,Anders Wijkman,38,Fredrik Reinfeldt,124,110,14940108,23,,Cecilia Wikström,11,,FP,KD,,M,KD,M,2,Nya staden S,27,FP,27,,,
,1,Ibrahim Baylan,S,Ulla Andersson,32,Stefan Löfven,104,141,14940109,22,,Bodil Ceballos,13,,V,V,,S,MP,S,2,Ågårdsområdet,29,MP,21,,,
,1,Ibrahim Baylan,S,Ulla Andersson,25,Stefan Löfven,98,137,14940110,19,,Bodil Ceballos,13,18,V,V,,S,MP,S,2,Dalängen,32,MP,20,,,
,,Ibrahim Baylan,S,Magdalena Andersson,20,Stefan Löfven,68,181,14940111,21,19,Jan Eliasson,16,,,S,,S,,S,,Framnäs,19,S,21,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,18,Fredrik Reinfeldt,99,108,14940213,19,26,Fredrick Federley,9,59,FP,FP,5,M,KD,M,1,Järpås,,C,20,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,29,Fredrik Reinfeldt,114,94,14940514,23,15,Cecilia Wikström,11,24,FP,KD,1,M,KD,M,2,Råda,21,FP,29,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,25,Fredrik Reinfeldt,91,95,14940622,16,27,Fredrick Federley,8,53,FP,FP,5,M,KD,M,1,Tun-Gillstad,18,C,24,,,
C,2,Göran Hägglund,KD,Birgitta Olsson,27,Fredrik Reinfeldt,108,88,14940816,15,17,Fredrick Federley,10,43,FP,FP,3,M,KD,M,1,Sunnersberg,29,C,22,,,
,2,Tomas Tobé,M,Birgitta Olsson,23,Fredrik Reinfeldt,104,92,14941117,,27,Göran Hägglund,9,31,FP,FP,,M,KD,M,5,Otterstad,17,KD,55,,,
,1,Tomas Tobé,M,Birgitta Olsson,26,Fredrik Reinfeldt,145,101,14941315,,,Göran Hägglund,12,15,FP,FP,,M,KD,M,3,Stenhammar,23,KD,39,,,
,1,Ibrahim Baylan,S,Ulla Andersson,30,Stefan Löfven,99,138,14941325,18,18,Bodil Ceballos,13,,V,V,,S,MP,S,2,Tofta-Ulriksdal,23,MP,23,,,
,1,Ibrahim Baylan,S,Åsa Romson,34,Stefan Löfven,111,138,14942020,,,Cecilia Wikström,12,29,MP,MP,,S,FP,S,3,Hovby-Majåker,15,FP,22,,,
C,0,Jan Björklund,FP,Anders Wijkman,16,Fredrik Reinfeldt,120,88,14942121,15,26,Fredrick Federley,10,62,FP,KD,5,M,KD,M,1,Saleby-Norra Härene,,C,22,,,
FP,1,Jan Björklund,FP,Åsa Romson,20,Stefan Löfven,90,137,14942424,16,17,Hans Linde,13,29,V,MP,1,S,MP,S,1,Vinninga-Filsbäck,19,V,21,,,
C,1,Jan Björklund,FP,Anders Wijkman,17,Fredrik Reinfeldt,89,98,14942923,16,23,Fredrick Federley,8,60,FP,KD,5,M,KD,M,2,Örslösa,15,C,31,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,61,230,14950101,18,21,Jan Eliasson,16,,,S,,S,,S,,Skara 1,19,S,,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,24,Fredrik Reinfeldt,118,99,14950102,18,15,Cecilia Wikström,11,22,FP,KD,1,M,KD,M,2,Skara 2,27,FP,26,,,
FP,1,Jan Björklund,FP,Ulla Andersson,20,Stefan Löfven,105,125,14950103,17,19,Bodil Ceballos,12,15,V,V,1,S,MP,S,2,Skara 3,25,MP,23,,,
,1,Mats Pertoft,MP,Magdalena Andersson,23,Stefan Löfven,93,151,14950104,,19,Bodil Ceballos,15,19,MP,S,,S,,S,,Skara 4,29,MP,15,,,
FP,1,Jan Björklund,FP,Åsa Romson,18,Stefan Löfven,102,125,14950105,20,26,Hans Linde,13,24,V,MP,1,S,MP,S,1,Skara 5,17,V,17,,,
FP,1,Jan Björklund,FP,Åsa Romson,17,Stefan Löfven,100,132,14950106,19,24,Hans Linde,13,21,V,MP,1,S,MP,S,1,Skara 6,17,V,19,,,
FP,1,Jan Björklund,FP,Åsa Romson,18,Stefan Löfven,102,132,14950107,15,22,Hans Linde,13,24,V,MP,1,S,MP,S,1,Skara 7,19,V,17,,,
,2,Tomas Tobé,M,Anders Wijkman,27,Fredrik Reinfeldt,129,83,14950514,15,,Cecilia Wikström,12,35,FP,KD,,M,KD,M,2,Varnhem-Eggby,32,FP,28,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,23,Fredrik Reinfeldt,119,107,14950813,19,18,Fredrick Federley,12,26,FP,FP,2,M,KD,M,1,Axvall,21,C,16,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,19,Fredrik Reinfeldt,116,103,14951609,,26,Fredrick Federley,9,61,FP,FP,5,M,KD,M,1,Ardala,,C,24,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,32,Fredrik Reinfeldt,113,94,14960101,17,15,Cecilia Wikström,11,20,FP,KD,1,M,KD,M,2,Centrum,35,FP,23,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,25,Fredrik Reinfeldt,118,97,14960102,19,15,Cecilia Wikström,11,22,FP,KD,1,M,KD,M,2,Kullen,22,FP,31,,,
,3,Jan Björklund,FP,Anders Borg,41,Fredrik Reinfeldt,136,103,14960103,,,Cecilia Wikström,13,25,FP,M,,M,,M,,Billingssluttningen,22,FP,22,,,
C,2,Göran Hägglund,KD,Martin Ådahl,23,Fredrik Reinfeldt,113,112,14960104,20,15,Cecilia Wikström,11,23,FP,C,2,M,KD,M,1,Dälderna,21,FP,22,,,
,1,Ibrahim Baylan,S,Ulla Andersson,26,Stefan Löfven,85,134,14960106,23,19,Bodil Ceballos,13,18,V,V,,S,MP,S,2,Havstena,24,MP,20,,,
,3,Tomas Tobé,M,Martin Ådahl,32,Fredrik Reinfeldt,129,101,14960107,20,16,Cecilia Wikström,12,21,FP,C,,M,C,M,1,Norrmalm,30,FP,,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,26,Fredrik Reinfeldt,125,123,14960108,,15,Cecilia Wikström,12,20,FP,KD,1,M,KD,M,1,Västra Fältet,22,FP,18,,,
,2,Mats Pertoft,MP,Magdalena Andersson,24,Stefan Löfven,70,150,14960109,22,21,Bodil Ceballos,14,14,MP,S,,S,,S,,Rosenhaga,32,MP,16,,,
FP,1,Jan Björklund,FP,Åsa Romson,24,Stefan Löfven,98,136,14960110,17,19,Hans Linde,13,17,V,MP,1,S,MP,S,1,Lunden,18,V,20,,,
,2,Ibrahim Baylan,S,Ulla Andersson,28,Stefan Löfven,102,113,14960111,27,23,Bodil Ceballos,11,19,V,V,,S,MP,S,3,Mariesjö,37,MP,,,,
,2,Ibrahim Baylan,S,Åsa Romson,20,Stefan Löfven,85,129,14960112,24,24,Hans Linde,12,26,V,MP,,S,MP,S,2,Östermalm,27,V,14,,,
,2,Jan Björklund,FP,Anders Borg,36,Fredrik Reinfeldt,153,93,14960115,,,Cecilia Wikström,14,19,FP,M,,M,,M,,Källegården,25,FP,23,,,
,2,Jan Björklund,FP,Anders Borg,38,Fredrik Reinfeldt,157,75,14960129,,,Cecilia Wikström,14,19,FP,M,,M,,M,,Ekäng-Ulveket,26,FP,34,,,
,3,Tomas Tobé,M,Anders Wijkman,38,Fredrik Reinfeldt,123,95,14960316,15,15,Cecilia Wikström,12,21,FP,KD,,M,KD,M,1,Våmb,22,FP,20,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,28,Fredrik Reinfeldt,123,106,14960331,14,14,Cecilia Wikström,12,21,FP,KD,1,M,KD,M,1,Hentorp,21,FP,22,,,
,1,Mats Pertoft,MP,Magdalena Andersson,26,Stefan Löfven,76,157,14960417,18,18,Bodil Ceballos,15,,MP,S,,S,,S,,Södra Ryd,23,MP,31,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,42,220,14960418,22,25,Jan Eliasson,16,,,S,,S,,S,,Ryds Centrum,22,S,18,,,
,1,Ibrahim Baylan,S,Ulla Andersson,25,Stefan Löfven,85,128,14960419,22,15,Bodil Ceballos,13,16,V,V,,S,MP,S,2,Stenelidsvägen,26,MP,32,,,
C,2,Göran Hägglund,KD,Martin Ådahl,24,Fredrik Reinfeldt,110,106,14960521,16,22,Cecilia Wikström,11,29,FP,C,2,M,KD,M,1,Skultorps Centrum,21,FP,21,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,24,Fredrik Reinfeldt,125,97,14960820,,22,Fredrick Federley,11,44,FP,FP,3,M,KD,M,1,Skultorpsbygden,17,C,20,,,
C,1,Jan Björklund,FP,Anders Wijkman,19,Fredrik Reinfeldt,86,94,14961223,15,24,Fredrick Federley,8,63,FP,KD,5,M,KD,M,2,Värsås,16,C,32,,,
,1,Tomas Tobé,M,Birgitta Olsson,18,Fredrik Reinfeldt,109,127,14961322,19,25,Fredrick Federley,10,51,FP,FP,,M,C,M,5,Igelstorp,,C,,,,
,1,Tomas Tobé,M,Birgitta Olsson,19,Fredrik Reinfeldt,116,124,14961625,,35,Fredrick Federley,10,55,FP,FP,,M,C,M,5,Väring,,C,,,,
C,1,Jan Björklund,FP,Anders Wijkman,21,Fredrik Reinfeldt,105,108,14961824,,22,Fredrick Federley,10,43,FP,KD,3,M,KD,M,2,Frösve-Säter,16,C,34,,,
,2,Tomas Tobé,M,Anders Wijkman,28,Fredrik Reinfeldt,121,82,14962226,,17,Cecilia Wikström,12,47,FP,KD,,M,KD,M,2,Berg,27,FP,27,,,
,2,Tomas Tobé,M,Birgitta Olsson,25,Fredrik Reinfeldt,113,125,14962427,,22,Göran Hägglund,11,26,FP,FP,,M,KD,M,3,Timmersdala,,KD,38,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,16,Fredrik Reinfeldt,93,107,14962628,20,30,Fredrick Federley,9,51,FP,FP,5,M,KD,M,1,Tidan,15,C,17,,,
,3,Tomas Tobé,M,Anders Wijkman,35,Fredrik Reinfeldt,127,93,14970101,17,,Cecilia Wikström,11,19,FP,KD,,M,KD,M,2,Hjo 1,29,FP,29,,,
C,2,Ulrika Carlsson,C,Anders Wijkman,31,Fredrik Reinfeldt,106,114,14970102,,15,Cecilia Wikström,10,31,FP,KD,2,M,KD,M,2,Hjo 2,23,FP,29,,,
,1,Ibrahim Baylan,S,Åsa Romson,29,Stefan Löfven,83,144,14970103,17,21,Hans Linde,14,,V,MP,,S,MP,S,1,Hjo 3,23,V,32,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,24,Stefan Löfven,90,129,14970104,16,21,Cecilia Wikström,12,18,V,V,2,S,MP,S,1,Hjo 4,21,FP,30,,,
C,1,Jan Björklund,FP,Anders Wijkman,17,Fredrik Reinfeldt,122,69,14970505,15,31,Fredrick Federley,10,45,FP,KD,3,M,KD,M,2,Hjo 5,17,C,33,,,
C,1,Jan Björklund,FP,Anders Wijkman,19,Fredrik Reinfeldt,101,101,14970706,23,22,Fredrick Federley,9,51,FP,KD,4,M,KD,M,2,Hjo 6,,C,32,,,
,,Ibrahim Baylan,S,Magdalena Andersson,18,Stefan Löfven,62,190,14980101,22,22,Jan Eliasson,16,,,S,,S,,S,,Tidaholms Innerstad,19,S,16,,,
,,Ibrahim Baylan,S,Magdalena Andersson,23,Stefan Löfven,76,186,14980102,21,23,Jan Eliasson,16,,,S,,S,,S,,Tidaholm Östra,20,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,,Stefan Löfven,70,212,14980103,27,23,Jan Eliasson,16,,,S,,S,,S,,Tidaholm Västra,17,S,,,,
,,Ibrahim Baylan,S,Magdalena Andersson,18,Stefan Löfven,70,193,14980104,16,20,Jan Eliasson,16,,,S,,S,,S,,Tidaholm Norra,17,S,15,,,
FP,1,Jan Björklund,FP,Åsa Romson,18,Stefan Löfven,93,138,14980110,17,15,Hans Linde,13,30,V,MP,1,S,MP,S,1,Hökensås Norra,16,V,22,,,
C,1,Jan Björklund,FP,Anders Wijkman,18,Fredrik Reinfeldt,94,119,14980207,19,30,Fredrick Federley,9,42,FP,KD,4,M,KD,M,2,Hökensås Södra/Västra,,C,27,,,
C,1,Jan Björklund,FP,Anders Wijkman,18,Fredrik Reinfeldt,90,104,14981512,16,27,Fredrick Federley,9,51,FP,KD,4,M,KD,M,2,Dimbo m.fl.,18,C,25,,,
KD,10,Jan Björklund,FP,Åsa Romson,16,Fredrik Reinfeldt,113,116,14990101,17,27,Göran Hägglund,1,17,M,MP,2,MP,FP,M,1,Centrum,17,KD,26,,,
FP,1,Jan Björklund,FP,Åsa Romson,22,Stefan Löfven,102,123,14990102,18,25,Hans Linde,13,19,V,MP,1,S,MP,S,1,Kyrkerör,21,V,19,,,
,0,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,80,157,14990103,24,30,Bodil Ceballos,16,15,MP,S,,S,,S,,Dotorp-Tåstorp,21,MP,22,,,
,2,Tomas Tobé,M,Birgitta Olsson,26,Fredrik Reinfeldt,112,104,14990104,,18,Göran Hägglund,11,21,FP,FP,,M,KD,M,3,Bestorp-Mösseberg,29,KD,39,,,
,1,Ibrahim Baylan,S,Åsa Romson,16,Stefan Löfven,74,153,14990105,23,28,Hans Linde,14,16,V,MP,,S,MP,S,1,Fredriksberg,20,V,19,,,
,1,Mats Pertoft,MP,Magdalena Andersson,,Stefan Löfven,87,170,14990106,22,25,Bodil Ceballos,15,,MP,S,,S,,S,,Ranten-Grönelund,26,MP,19,,,
,0,Mats Pertoft,MP,Magdalena Andersson,20,Stefan Löfven,93,155,14990107,16,25,Bodil Ceballos,16,,MP,S,,S,,S,,Vilhelmsberg-Åttagård,21,MP,19,,,
C,2,Ulrika Carlsson,C,Birgitta Olsson,25,Fredrik Reinfeldt,108,96,14990108,16,25,Göran Hägglund,10,21,FP,FP,1,M,KD,M,3,Södra Bestorp-Nedre Mösseberg,23,KD,35,,,
C,2,Ulrika Carlsson,C,Birgitta Olsson,24,Fredrik Reinfeldt,95,127,14990209,,25,Göran Hägglund,9,28,FP,FP,2,M,KD,M,3,Bergsliden,16,KD,34,,,
,2,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,117,82,14990310,,36,Fredrick Federley,9,60,KD,KD,,M,C,M,5,Vilske,16,C,38,,,
C,1,Jan Björklund,FP,Martin Ådahl,16,Fredrik Reinfeldt,94,127,14990512,16,26,Göran Hägglund,9,34,FP,C,3,M,KD,M,3,Floby,,KD,36,,,
C,1,Jan Björklund,FP,Anders Wijkman,20,Fredrik Reinfeldt,99,75,14990711,15,35,Fredrick Federley,9,54,FP,KD,4,M,KD,M,2,Odensberg,20,C,31,,,
,1,Tomas Tobé,M,Birgitta Olsson,20,Fredrik Reinfeldt,106,79,14991428,,26,Göran Hägglund,9,49,FP,FP,,M,KD,M,6,Åsarp,,KD,69,,,
,2,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,115,107,14991513,16,32,Fredrick Federley,10,49,KD,KD,,M,C,M,4,Kinnarp-Slutarp,,C,30,,,
C,0,Jan Björklund,FP,Anders Wijkman,15,Fredrik Reinfeldt,124,61,14992016,15,31,Fredrick Federley,9,80,FP,KD,6,M,KD,M,1,Vartofta,,C,23,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,22,Fredrik Reinfeldt,98,95,14992519,16,35,Fredrick Federley,9,61,FP,FP,5,M,KD,M,1,Kättilstorp,,C,22,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,19,Fredrik Reinfeldt,114,73,14993123,,38,Fredrick Federley,9,63,FP,FP,5,M,KD,M,1,Stenstorpsbygden,17,C,25,,,
,1,Ibrahim Baylan,S,Åsa Romson,25,Stefan Löfven,93,137,14993422,,29,Cecilia Wikström,13,28,MP,MP,,S,FP,S,2,Stenstorp,15,FP,22,,,
C,8,Mats Pertoft,MP,Anders Wijkman,14,Fredrik Reinfeldt,87,102,14994125,21,35,Fredrick Federley,1,41,M,KD,3,MP,KD,M,2,Gudhem,23,C,26,,,
C,1,Göran Hägglund,KD,Birgitta Olsson,17,Fredrik Reinfeldt,103,72,14994727,15,28,Fredrick Federley,9,63,FP,FP,5,M,KD,M,1,Broddetorp,26,C,25,,,
FP,1,Mats Pertoft,MP,Ulla Andersson,25,Stefan Löfven,112,129,17150101,16,,Cecilia Wikström,12,30,V,V,2,S,MP,S,1,Vikstad,16,FP,21,,,
C,0,Jan Björklund,FP,Anders Wijkman,15,Fredrik Reinfeldt,109,102,17150102,18,,Fredrick Federley,9,68,FP,KD,6,M,KD,M,1,Tolita,20,C,17,,,
,0,Rossana Dinamarca,V,Magdalena Andersson,23,Stefan Löfven,92,161,17150103,18,18,Hans Linde,16,19,V,S,,S,,S,,Dalliden,,V,18,,,
,1,Ibrahim Baylan,S,Åsa Romson,15,Stefan Löfven,99,147,17150109,16,15,Hans Linde,14,17,V,MP,,S,MP,S,1,Stenåsen,22,V,18,,,
,1,Ibrahim Baylan,S,Åsa Romson,23,Stefan Löfven,81,156,17150110,21,19,Hans Linde,15,19,V,MP,,S,MP,S,0,Sannerud,14,V,16,,,
,1,Ibrahim Baylan,S,Birgitta Olsson,18,Stefan Löfven,68,139,17150205,18,25,Hans Linde,14,49,V,FP,,S,FP,S,1,Fagerås,,V,32,,,
,1,Tomas Tobé,M,Anders Wijkman,,Fredrik Reinfeldt,90,94,17150206,22,17,Fredrick Federley,7,81,KD,KD,,M,C,M,8,Frykerud,28,C,17,,,
FP,1,Jan Björklund,FP,Ulla Andersson,20,Stefan Löfven,90,105,17150308,22,22,Bodil Ceballos,11,56,V,V,1,S,MP,S,3,Boda,34,MP,,,,
